;tweets;final validation
830446482197209088;dangerous w2 phishing scam targeting schools restaurants hospitals tribal groups others $url$;1
837489893949386752;once more unto the breach suchtimmuchthough;0
867403065954926592;target reaches recordsetting 185 million statewide data breach settlement $url$ mentionurl;1
837261219132289024;python dependency security vulnerability checker $url$;0
862673938647744512;which means the documents leaked by $mention$ are true if they were false there would be no breach would there panamapapers;0
851296919376850944;no matter delays they may cause but sooner or later this security breach matter is going to be in their neckits treason case in waiting;0
876095902947135488;funky malware name crashoverride $url$;1
899693362051129344;sony playstation social media accounts hacked claims psn database breach $url$;1
869815093470666752;$mention$ need to revisit their core values complaint handling is joke and must breach so much regulation;0
830119871170113536;be sure to install privacy badger and ublock origin before visiting myfreshnews because it has lot of malware on it;0
866059437911326720;ya he s got breach of intelligence alright;0
840242143025225728;there s been breach in the rift;0
942952890145968128;protect your active directory from the azure ad connect vulnerability urldd;0
829931412698517504;A rash of invisible, fileless malware is infecting banks around the globe $URL$ #$URL$;1
913782472277680128;rich only elains away disgusting rhetoric as nihilistic rage originating from position of vulnerability when it s mags guess $url$;0
849733783515316224;$mention$ ceo talks modern day ddos attacks at hostingcon urld;0
838117189156765696;fbi investigating reported data breach affecting georgia election system $url$;1
847583057347354624;apple s ios 103 fixes flaw used in accidental ddos attack on 911 call system $url$;1
943649989527588864;no bad faith for breach of performanc $url$ swiftbonds;0
834469213960097792;$mention$ your website may be compromised flatsignagecom82941boaboa phishing;0
910045451658899456;ignominy for theresa and the tory party infected with bad case of bubonic malware borisjohnson;1
905952480940490752;wired the equifax breach heres how to protect yourself do nt panic but start watching your credit report $url$;0
829945299099590656;A rash of invisible, fileless malware is infecting banks around the globe $URL$;1
905789478932930560;$mention$ hello guruji can you elain me how malware infect android by installing application or by getting infected file from others;0
831339499384745984;melove is false ideology packagedsold by companies capitalizing on emotional vulnerability also merilly wants that dirty dancing moment $url$;0
871831861152145408;250 million windows pcs infected by malware wave spreading now $url$;1
831549191478456320;bravery vulnerability gentleness are elored in mfa dance candidate pam shoebottom s helen tide winter footholds 215 pic john wells urlu;0
839001193699545088;malware is not virus they are much more brutal $url$;0
842265695748554752;computerworld how to prepare for data breach notification computerworld cybersecurity $url$;0
906442819451179008;how to mitigate legal risks following security breach $url$ how to mitigate wordpress risk $url$;0
940355985771610112;assistant health minister david gillespie is fighting attempts to have his business interests scrutinized for whether they breach the constitution auspolhttpsurl;0
940507869358813184;another antimalware application $url$;0
909980518057263104;lifelock offers to protect you from the equifax breach by selling you services provided by equifax $url$;0
942343924215148544;us government denies undermining an investigation into the massive data breach at italian cybersecurity firm hacking team $url$ topnews india;1
839463212185714688;trojanized facebook lite steals info installs apps cybersecurity infosec malware facebook $mention$ $url$;1
940012112088391680;entities that have contracts to sell memorabilia things related to the nfl have lawsuit because of action for breach of contract etc even the hot dog vendors for the nfl s failure of consideration meaning failure to produce their part of the bargain to bring in fans;0
852642875208806400;malware new brickerbot malware attack kills secured internet of things devices digital trends urldu;1
852167425781051392;learn how phishing attacks have become favorite upon cyber criminals in cwpss free ebook $url$;0
829951798018441216;Hackers Allegedly Hijack Drone After Massive Breach at @NASA:$URL$;1
906299420383166464;congress wants equifax to answer questions about massive data breach urld;1
911140550094487552;equifax has been accidentally sending hack victims to phishing sites $url$;1
847304913965039616;content injection vulnerability in wordpress 47 and 471 url1;1
879350051436466176;vuln microsoft skype msfteditdll buffer overflow vulnerability $url$;1
907319031421657088;it looks like that s to report phishing scam you were eed to using hootsuite;0
908823773893230592;sign our petition calling on equifax to help remediate the serious damage of this breach $url$;0
939089208358129664;reminders could be given in court reply publishing restrictions those who breach them should be reported no need to restrict open justice;0
912701775223934976;equifax ceo abruptly retires following data breach $url$;0
941876184039661568;hackers plead guilty to creating mirai botnet $url$;1
866746839873335296;$mention$ dearmrpresident indiscreet donald bleeps off the cuff in israel to try to excuse himself from russian classified info breach;0
907623241086377984;website malware removal service in moyle malware protection service moyle url1;0
831764564878454784;despite the spiel we re still some decades from true antimalware ai $url$ via $mention$ cybersecurity infosec;0
907547521320411136;$mention$ whats the word on efx am not sure if it is done going down breach hack;0
908685020893761536;premium sms malware eensivewall infected millions of androidhandsetshttpurl;1
910939968721141760;equifax accidentally sent hack victims to phishing site av club $url$;1
829917444537978880;Watch Out! First-Ever Word Macro Malware for Apple Mac OS Discovered in the Wild. $URL$ #Malware #Apple #InfoSec;1
843892082586673152;cisco finds zeroday vulnerability in cia attack tool dump $url$;1
907599564894502912;the equifax data breach shows the limitations of how our data is stored $url$;0
865074858492932096;next android update will scan for malware gauge battery $url$;0
838740805930090496;fiendishly clever our attack is the first malware running on real sgx hardware abusing sgx protection features to conceal itself url2021120;0
940140161987465216;new $mention$ had gas leak and was found to breach gas safety regulations other $mention$ buyers reported sewerage smell in kitchen and maggot and fly infestation newhomesombudsman $mention$ $mention$;0
911260368885837824;equifax faces small business class action over data breach $url$;1
867393050271662080;kodi vlc and other media players are open to malware attack via subtitles $url$;1
880432685658886144;the sadness of fantasy the fantasy of sadness;0
939187883373662208;another massive nsa data breach cyber monday sales break record tech today $url$;1
867462662216572928;still ca nt elain the podesta emails which were also traced back to fsb phishing ops hannity s viewers may be gullible but we are nt;0
831325996414414848;my wordpress malware nightmare you must learn from internetmarketinghttpurl;0
862544051689709568;new iot botnet infecting internet connected cameras malware vulnerability hacking hijack ip securityhttpurl;1
829949286519549952;This 'invisible' memory-based malware is infiltrating organisations across the globe $URL$2 via @ZDNet #security;1
862841683939135488;love it intermingle vulnerability scanning web and dns proxy in there as well;0
910268028264185856;$mention$ these extensions kill addsmalwarespeed up page loadsreduce bandwidth cap usageenhancer low rez videos save data4 firefoxothers $url$;0
905902419707535360;equifax reports massive data breach that could impact 143 million consumers $url$;1
840704166716616704;vulnerability on $url$ mirror $url$ $url$;0
835098776284995584;switzerland appellant s contradictory behavior in breach of good faith renders annulment application inadmissible $url$;0
908994542044450816;ddos protection and mitigation market 2017 global industry analysis and forecast $url$;0
865710180423450624;news ms uses court order to take out waledac botnet $url$;1
862700969343299584;vulnerability is not my strong point;0
870291814896594944;google delaying some gmail messages to quell phishing by angela moscaritolo via entrepreneur $url$ news;0
834411888280748032;understanding that because im black accusing jew of rent gouging fraud breach and racism;0
840066422873120768;new report $mention$ $mention$ disproportionate vulnerability of poor to disasters financial inclusion insurance social protection url2;0
875318764266500096;the losers public services humanlabouranimal rights environmental protection refusal to grant refugees asylum breach of geneva conv;0
870651977801269248;what time to be alive spam and malware ridden spam than ever hopefully this is nt just the beginning but it is $url$;0
865224251464450048;anons loves to ddos $url$;0
874563560944349184;crashoverride malware does nt eloit any software flaw instead it takes control of switches and circuit breaker url0;1
943881415837540352;warrens regulatory eansion is wrong answer to equifax breach $url$ via $mention$;0
902842281597820928;behold pale farce cyberwar threat inflation the malware $url$ cybersecurity $url$;1
841976167330660352;fixing prototype override protection bypass vulnerability in qs by $mention$ $url$ javascript via $mention$;1
879820616169385984;there is immense beauty in getting glimpse of person s true nature to see them in state of vulnerability;0
907930672270118912;phishing on the rise ceos most likely to be spoofed cybercriminals are shifting tactics and pri socialmedia $url$;1
867386341092229120;cios it departments are feeling the stress of malware dont cry over ransomware prepare for the next one url0;0
907593125509595136;be aware there is phishing message that promotes ternity phase there is no phase do not send any ethbtc $url$;1
845763083146592256;north koreas rising ambition seen in bid to breach global banks by paul mozur and choe sanghun via nyt urld;0
909041788924698624;retweeted ncsc uk $mention$ updated ncsc statement regarding the equifax data breach and advice for those $url$;1
942187928205238272;heres positive from bennelong watch malware die little as alexander shows who he really is url2;0
878349367865876480;for this week s bb scam talk shelley and john discussing phishing scams targeting uber and lyft drivers $url$;0
908137699118391296;2017s most dangerous ddos attacks how to mitigate them part radware blog $url$;1
829937876641079296;did you get the malware it drops? cuz its just a dropper;0
829921475691847680;Vuln: Linux Kernel 'fs/pipe.c' Local Denial of Service Vulnerability $URL$;1
905064269250797568;syrian troops breach 3year islamic state siege on eastern city worldnewshttpurl;0
943911564905730048;read our blog $url$ understand the clues to identify phishing attacks on your $url$;0
843920171077001216;phishing scams even fool tech nerdsheres how to avoid them $url$;0
909909472373563392;irmas damage reminder of florida economy vulnerability oklahomahttpurl;0
879379594297716736;dangerous android malware can steal login data from 40 retail banking social media apps $url$;1
940651854354141184;another data breach in the news have quick read and see if you may be affected $url$ yvr uber vancouver;1
862362318558052352;what about national security breach was that hype too army must join comedy theatre if it was;0
906269038527045632;yes it s true they claim they sold the stock before they knew of the breach;0
904751706759503872;vodafone in $mention$ $mention$ my credit limit for 9331017981 was rs 2500 bill is rs 12500 why vodafone did allow to breach limit;0
875770836841615360;nah it s jif you just phishing for rts url2;0
943060591056261120;the privacy impact assessment procedure secure knowledge management $url$ $mention$ gdpr privacy pia gap breach compliance urlu;0
844676114425561088;phishing as usual two major us technology firms tricked out of 100m $url$;1
866541420055715840;network traffic provides early indication of malware infection $url$;1
900064796334272512;us military threatens to send malware back at attackers $url$ malware cybersecurity infosec cyberattack;1
940365623133130752;pei man convicted of sexual assault held in custody for alleged breach of house arrest $url$;0
851244966433239040;$url$ malware ransom malware makes users play game for high score instead of paying ransom $url$;1
909753826902716416;this was stirring and beautiful read thank you for you candor and vulnerability it has prompted me to consider my own health as well;0
862395939251568640;vulnerability spotlight wolfssl library x509 certificate text parsing code execution vulnerability $url$;1
939590187058950144;linuxproxym iot botnet now used to launch hacking attacks against websites $url$;1
829925198598074368;New version of #Quttera #WordPress #malware scanner 3.0.6.51 has been released. Added new malware samples detection $URL$;0
830176362665230336;vulnerability security vuln minixml stack exhaustion multiple denial of service vulnerabilities $url$;1
865220439890690048;great article on phishing what it is how to avoid it what to do if you click bad link $mention$ mentionurl10;0
913112321504960512;be careful when judging breach victims understand comprehensive view how to measure it $mention$ $mention$ $mention$;0
943496843639578624;$mention$ how many hoodcounty families rely on chip how many hoodcounty families will be impacted while dc ignores the lapse in chipfunding when do you plan to report on this breach of fiduciary duty by $mention$ $mention$ and mentionurl;0
842464752035106816;blocking ddos upstream $url$;0
940614229056466944;healthcare is eeriencing lot of pressure from cybercriminals through indiscriminate as well as targeted malware attacks $url$;1
911115893819703296;wow suppose to give guidelines to companies and equifax on breach reporting yet we are just finding out sec was breached year ago $url$;0
869539369064988672;malware judy malware 36 million android smartphones could be infected the independent $url$;1
913116424905924608;hacked $url$ hacked linkedin accounts spread new phishing campaign techgenix blog;1
938081973771390976;mps give equifax canadas chief privacy officer rough ride over data breach d5 urld;0
875134541496631296;libsndfile 1028 aiffreadchanmap information disclosure vulnerability in libsndfile 1028 caused due to $url$;1
907782327832588288;may be impractical to eloit it without secondary vulnerability to leak the stack canary but that s usually the case outside the kernel;0
835079727643754496;byte url screenshotsaturday opportunity brainstorm network cpu 4k buffer malware;1
842064536706383872;usjd indict people in 2014 yahoo account breach url80;1
841321064659574784;might be dos websiteforum also down;0
872569363055902720;beware this microsoft powerpoint hack installs malware without requiring macros $url$ malware awareness;1
873286381396611072;$mention$ is it really the case that it s breach of protocol for president to meet with the fbi director on;0
906362436697116672;equifax breach how to protect yourself from whats coming next $url$;0
865325264749830144;$url$ malwarelaced twitter messages sent to pentagon employees by russian hackers $url$;1
902976978491514880;rt cex data breach impacts two million uk accounts customers told to change passwords asap $url$;1
840526473995907072;vulnerability is calculated as easy prey whilst can appreciate how it can be seen as victim blaming do nt think this is;0
938708448597852160;nicehash suffers security breach around 70 million in bitcoin stolen urld;1
941005031373004800;mirai iot botnet coauthors plead guilty the us justice department on tuesday unsealed the guilty please of two men first identified in janu $url$;1
901730497113575424;$mention$ releasing sweet sound this morning absolutely love the honesty and vulnerability in $url$;0
912748947600498688;update 3equifax ceo departs forgoes bonus after massive data breach $url$;0
864516693577674752;if you fell for the gmail phishing scam cheers what to do next $url$;0
866131011092066304;unruly man on hawaii flight caused security breach at lax hours earlier los angeles times $url$;0
840293215156731904;malware eert says fingerprint switch shows past attacks blamed on russia china are work of cia $url$;1
876983580748107776;stack clash vulnerability in linux bsd systems enables root access $url$;1
863463165006401536;how 1069 purchase may have sidelined the global malwareattack $url$;1
834001221979611136;from our archive rethinking vulnerability resilience through psychosocial reading of shakespeare by mentionurl;0
847118287775289344;inject arbitrary web script reflected crossite scripting crafted request data debugmode yii cve20177271 patch vulnerability;1
907365559590932480;senators call for credit report changes after equifax breach engadget $url$;0
935917164212633600;latest store with payment breach is forever 21 $url$;0
829940992551817216;AsTech $1M Security Guarantee Against Breach-RelatedCosts $URL$;0
846739079286919168;lastpass acknowledges new browser extension vulnerability fix incoming $url$;1
865543685601058816;ilustrator juga butuh bobo aku lemah lumales $url$;0
872482113978851328;target reaches 185 million breach settlement with states $url$;0
869930677013159936;thanks for finding proof of russian tampering oh wait you have nt found shit thanks for following up on the dnc phishing email leak $url$;0
842059596520947712;techcrunch justice department reportedly ready to charge hackers in yahoo breach url0d;1
869638600576692224;wiggled do nt you have some ddos eerience from your brap days $mention$;0
829916880022433792;Say Hello to the Super-Stealthy Malware Thats GoingMainstream $URL$;1
836885238726987776;another reason 99 of mobile malware targets androids safe and savvy blog by fsecure $url$;1
845596900602535936;this bitcoin botnet is vying to be future of secure iot $url$;0
906657603710799872;equifax breach provokes frustration for canadians business $url$;0
906881701275676672;think your startup is immune to malware attack might be time to reconsider $url$ infosec cybersecurity insurance;0
899710708266311680;stigmabase uk two arrested for breach of the peace with homophobic aggravation pride 2017 event in glasgow $url$;0
898627577526595584;tmqafeeds new malware steals your credit card info via text $url$;1
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
